C:\Data\Common\lion.obj
bits;DAME;DAME -p;FMPD;MSDM;MSDM2;MSE;MaxErr;NUNC;Improvements;Time;
14728;0.00173481394367907;43.6171760559082;0.740555102283508;0.678103;0.581929;0.0006295047642900232;0.042711641639471054;0;0;7E-07;
15681;0.0016087961164202;40.5211448669434;0.6956427121770261;0.66799;0.565654;0.0005630084607094057;0.042711641639471054;0;996;2.2297613;
16633;0.00144430958110092;36.5199699401855;0.6421959906406558;0.632728;0.537933;0.0004876336361254043;0.042711641639471054;0;2134;2.4337187;
17577;0.00126626842786081;32.0368804931641;0.5820169389245304;0.599764;0.507401;0.0004103714364963569;0.04210265353322029;0;3252;2.4339901;
18529;0.00112832543212069;28.5810432434082;0.5240959097419253;0.563171;0.478206;0.000351557032994903;0.03995712846517563;0;4272;2.2451048;
19481;0.00099487025330594;25.2120246887207;0.46385490452689804;0.526247;0.44867;0.000302200516318287;0.03995712846517563;0;5303;2.3147996;
20425;0.000890997844315983;22.5704002380371;0.42252309658463605;0.500954;0.428317;0.0002648838762594173;0.03995712846517563;0;6285;2.2438041;
21377;0.000806839467605258;20.4051666259766;0.3834952722505185;0.47012;0.405397;0.0002325641459497579;0.03995712846517563;0;7272;2.2709495;
22329;0.000714512086231617;18.0847034454346;0.3494518508204709;0.44588;0.381776;0.0002024980998117311;0.03631136938929558;0;8222;2.2881925;
23273;0.000632444260379797;16.0400371551514;0.30536319701037895;0.422619;0.361351;0.00018203386548718722;0.03631136938929558;0;9149;2.213251;
24225;0.0005619882449758;14.2671604156494;0.2647436745013423;0.388866;0.337579;0.00016115516867315832;0.033562757074832916;0;10090;2.3201112;
25177;0.000503534322053658;12.802640914917;0.27076017146704623;0.368607;0.321655;0.00014065273347781623;0.033562757074832916;0;11039;2.3750578;
26121;0.000438535623880068;11.1339502334595;0.21507654166202816;0.337637;0.296744;0.00012415485003595028;0.033562757074832916;0;11962;2.3903416;
27073;0.000397439541115368;10.0847015380859;0.18476876207499604;0.309624;0.271845;0.00010832897925583777;0.033562757074832916;0;12890;2.4441132;
28025;0.000356795781241999;9.04335308074951;0.15703510512138652;0.28745;0.254523;9.702403120668186E-05;0.03289344906806946;0;13810;2.4553163;
28969;0.000325968389138849;8.25756645202637;0.1381556253801708;0.264855;0.238268;8.635293436643183E-05;0.03289344906806946;0;14727;2.4914242;
